Drake,Certified Lover Boy,Fountains,You'vе broken down the door,27,2021
Taylor Swift,folklore (deluxe version),exile,(So many signs) I couldn't turn things around (I couldn't turn things around),58,2020
Taylor Swift,evermore (deluxe version),marjorie,You forget to be kind,4,2020
Drake,Thank Me Later,9AM in Dallas,No one told you your disguise was the most ridiculous get-up?,34,2010
Drake,Certified Lover Boy,TSU,"Wharton County, Texas City, H-Town, baby",8,2021
Taylor Swift,Red,Starlight,Can't remember what song it was playing when we walked in,10,2012
Taylor Swift,reputation,Look What You Made Me Do,Look what you just made me do,68,2017
Taylor Swift,Fearless,The Way I Loved You,He respects my space,16,2008
Taylor Swift,Speak Now,Sparks Fly,You're the kind of reckless,3,2010
Taylor Swift,folklore (deluxe version),betty,Would you tell me to go fuck myself,33,2020
Drake,Take Care,Take Care,And you can't sleep thinkin' that he lies still,13,2011
Drake,For All The Dogs,Members Only,Both,24,2023
Beyoncé,4,Dreaming,"When I close my eyes, I feel like I'm alive",23,2011
Beyoncé,RENAISSANCE,MOVE,Move out the way,62,2022
Drake,Certified Lover Boy,Fountains,"Don't make me go, no",28,2021
Taylor Swift,Taylor Swift,A Perfectly Good Heart,Why would you wanna break a perfectly good heart?,13,2006
Taylor Swift,1989,I Wish You Would,Then it makes you turn right back around,20,2014
Beyoncé,Dangerously in Love,Daddy,And I remember when you could do no wrong,2,2003
Drake,Certified Lover Boy,Papi’s Home,"Used to wanna throw the Roc up, niggas know how I rock now",48,2021
Taylor Swift,folklore (deluxe version),betty,But I know I miss you,63,2020
Drake,For All The Dogs,Screw The World (Interlude),"Way back in the days, now I'm ballin', fuck a fade",9,2023
Taylor Swift,reputation,Gorgeous,There's nothing I hate more than what I can't have,37,2017
Taylor Swift,Red,I Almost Do,And I just want to tell you,16,2012
Beyoncé,B’Day,Upgrade U,"(Partner, let me upgrade you)",8,2006
Taylor Swift,evermore (deluxe version),coney island,A universe away,42,2020
Drake,Certified Lover Boy,Pipe Down,"That raw shit, that honesty, yeah",14,2021
Taylor Swift,Taylor Swift,Teardrops On My Guitar,The only one who's got enough of me to break my heart,30,2006
Taylor Swift,Lover,Cruel Summer,"Killing me slow, out the window",5,2019
Taylor Swift,Speak Now,Dear John,"Oh, oh, oh, oh, oh, oh",43,2010
Beyoncé,RENAISSANCE,HEATED,"Heated, oh (Like stolen Chanel, put me up in jail)",43,2022
Taylor Swift,Red,Holy Ground,But I don't wanna dance if I'm not dancing with you,30,2012
Taylor Swift,evermore (deluxe version),willow,"Hey, that's my man",48,2020
Taylor Swift,Taylor Swift,Picture To Burn,By the way,5,2006
Taylor Swift,evermore (deluxe version),gold rush,What must it be like to grow up that beautiful?,14,2020
Drake,Take Care,Take Care,I know you've been hurt by someone else,0,2011
Beyoncé,Dangerously in Love,Naughty Girl,I'm feelin' kind of n-a-s-t-y,8,2004
Taylor Swift,folklore (deluxe version),invisible string,"Out of all the wrong arms, right into that dive bar",30,2020
Beyoncé,Lemonade,Formation,"I got hot sauce in my bag, swag",28,2016
Drake,Certified Lover Boy,Champagne Poetry,"Built this house for us all, pain in my back still",21,2021
Drake,Scorpion,Sandra’s Rose,But it's gon' take more than that for me to control my issues,25,2018
Taylor Swift,evermore (deluxe version),right where you left me,Wages earned and lessons learned,7,2020
Taylor Swift,1989,Shake It Off,"Can't stop, won't stop groovin'",30,2014
Beyoncé,Dangerously in Love,Crazy in Love,Just how your love can do what no one else can,26,2003
Taylor Swift,1989,Shake It Off,"And the fakers gonna fake, fake, fake, fake, fake",38,2014
Beyoncé,BEYONCÉ,Partition,"'Cause when he wanna smash, I'll just write another one",31,2013
Taylor Swift,Red,Sad Beautiful Tragic,"Distance, timing, breakdown, fighting",13,2012
Drake,Take Care,The Motto (Remix),"She know even if I'm fuckin' with her, I don't really need her, aw",19,2011
Beyoncé,4,Start Over,So why would we keep pretending when there's nothing there?,13,2011
Taylor Swift,reputation,End Game (Ft. Ed Sheeran & Future),"You so dope, don't overdose",19,2017
Drake,Scorpion,Jaded,Yeah,23,2018
Taylor Swift,Speak Now,If This Was a Movie,Maybe I've been going back too much lately,7,2010
Taylor Swift,reputation,Don't Blame Me,I'd beg you on my knees to stay,32,2017
Taylor Swift,evermore (deluxe version),tolerate it,"I made you my temple, my mural, my sky",28,2020
Drake,Scorpion,Peak,"Girl, that could never be me",18,2018
Drake,Certified Lover Boy,No Friends In The Industry,Yeah,22,2021
Drake,Take Care,Buried Alive Interlude,"I don't call back, just blame it on your Canadian",34,2011
Beyoncé,BEYONCÉ,Rocket,"Baby, I'll put it in your face",28,2013
Drake,For All The Dogs,Fear Of Heights,Let me stop,16,2023
Taylor Swift,Red,The Lucky One,"Let me tell you now, you're the lucky one",31,2012
Taylor Swift,Lover,London Boy,They say home is where the heart is,7,2019
Taylor Swift,Taylor Swift,Stay Beautiful,I hope your life will lead you back to my door,15,2006
Beyoncé,I Am... Sasha Fierce,If I Were a Boy,'Cause he's taken you for granted (Granted),34,2008
Drake,Take Care,Look What You’ve Done,And get to make good on my promise,29,2011
Drake,For All The Dogs,First Person Shooter,"Man, this shit damn near big as the",13,2023
Taylor Swift,reputation,Dress,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah",39,2017
Taylor Swift,evermore (deluxe version),closure,"Guilty, guilty,Â reaching out across the sea",29,2020
Beyoncé,Dangerously in Love,"Me, Myself and I",I told you that,3,2003
Taylor Swift,1989,New Romantics,Out of all the bricks they threw at me,44,2014
Taylor Swift,Red,Come Back... Be Here,"One last kiss, then catch your flight",5,2012
Taylor Swift,Red,The Moment I Knew,You said you'd be here,14,2012
Taylor Swift,1989,Shake It Off,"I shake it off, I shake it off",60,2014
Drake,"Honestly, Nevermind",Massive,I've been alone in my thoughts,0,2022
Taylor Swift,evermore (deluxe version),"no body, no crime",But I ain't lettin' up until the day I die,15,2020
Taylor Swift,reputation,Dancing With Our Hands Tied,Swaying as the room burned down,53,2017
Taylor Swift,reputation,...Ready for It?,Let the games begin,43,2017
Drake,For All The Dogs,BBL Love (Interlude),"Lookin' at me like you're single, ",23,2023
Beyoncé,B’Day,Déjà Vu,Feels like I'm losin' it,38,2006
Taylor Swift,Red,Everything Has Changed (Ft. Ed Sheeran),So dust off your highest hopes,52,2012
Taylor Swift,Speak Now,Mine,You learn my secrets and figure out why I'm guarded,15,2010
Taylor Swift,1989,I Wish You Would,Cause you still don't know what I never said,6,2014
Beyoncé,Lemonade,Daddy Lessons,He held me in his arms and he taught me to be strong,19,2016
Beyoncé,B’Day,Irreplaceable,"To the left, to the left",1,2006
Taylor Swift,reputation,End Game (Ft. Ed Sheeran & Future),"Ooh, you and me, we got big reputations, ah",70,2017
Beyoncé,RENAISSANCE,PURE/HONEY,Bad bitches to the left,37,2022
Drake,Scorpion,Is There More,Only lackin' I can do is my lack of responses,6,2018
Drake,Views,Redemption,Cause I'm searchin' for these words to say to you,9,2016
Taylor Swift,Speak Now,Long Live,Hold on to spinning around,39,2010
Taylor Swift,1989,How You Get The Girl,And that's how it works,15,2014
Drake,For All The Dogs,7969 Santa,"Ayy, look, look",3,2023
Drake,Views,Views,"The answer is no, no, no-no-no, no, no",5,2016
Beyoncé,4,Dance for You,"Sit back, sit back, it's the pre-game show",39,2011
Drake,Thank Me Later,Fireworks,"This time I'm really going off, fireworks",16,2010
Taylor Swift,evermore (deluxe version),cowboy like me,When you passed through town,49,2020
Drake,"Honestly, Nevermind",Overdrive,"Hold the line, we ain't done",0,2022
Taylor Swift,reputation,Gorgeous,He's in the club doing I don't know what,7,2017
Taylor Swift,evermore (deluxe version),right where you left me,At the restaurant when I was still the one you want,34,2020
Taylor Swift,Speak Now,Innocent,Your string of lights is still bright to me,23,2010
Taylor Swift,Speak Now,Better Than Revenge,"Oh, they didn't teach you that in prep school, so it's up to me",25,2010
Drake,Certified Lover Boy,No Friends In The Industry,I was known for snappin' when I chat before the app,7,2021
Drake,Take Care,We’ll Be Fine,Yeah,0,2011
Taylor Swift,Fearless,The Best Day,That I had the best day with you today,34,2008
Beyoncé,Lemonade,Hold Up,"Never made it out the cage, still out there movin' in them streets",29,2016
Beyoncé,Lemonade,Hold Up,"There's something that I'm missing, maybe my head for one",15,2016
Taylor Swift,Fearless,Love Story,He knelt to the ground and pulled out a ring,41,2008
Beyoncé,Lemonade,Sandcastles,Pictures snatched out the frame,6,2016
Drake,Certified Lover Boy,N 2 Deep,Me and you been on a first name basis,21,2021
Taylor Swift,Red,The Last Time (Ft. Gary Lightbody),But I was there to watch you leave,22,2012
Drake,Certified Lover Boy,Fountains,"I got nothing to admire, taste certain",6,2021
Drake,Views,9,"Life is always on, man, I never get a break from it",14,2016
Drake,Certified Lover Boy,TSU,"She used to dance, but she want a loan to start up a business",11,2021
Taylor Swift,reputation,Dress,"All of this silence and patience, pining and anticipation",5,2017
Taylor Swift,Fearless,The Best Day,I don't know why all the trees change in the fall,6,2008
Taylor Swift,reputation,Getaway Car,I'm in a getaway car,55,2017
Taylor Swift,evermore (deluxe version),happiness,"Honey, when I'm above the trees",46,2020
Drake,Take Care,Take Care,"They won't get you like I will, my only wish is I die real",11,2011
Drake,Scorpion,After Dark,),17,2018
Drake,Nothing Was the Same,"Hold On, We’re Going Home",I want your hot love and emotion endlessly,2,2013
Taylor Swift,evermore (deluxe version),champagne problems,Your mom'sâring in your pocket,9,2020
Drake,Nothing Was the Same,The Language,Bank account statement just look like I'm ready for early retirement,7,2013
Taylor Swift,reputation,Getaway Car,And a circus ain't a love story,32,2017
Taylor Swift,evermore (deluxe version),cowboy like me,It could be love,41,2020
Taylor Swift,Speak Now,Sparks Fly,But with you I know it's no good,23,2010
Drake,Certified Lover Boy,You Only Live Twice,The man I see in the mirror is actually goin' platinum,34,2021
Beyoncé,BEYONCÉ,Drunk in Love,Why can't I keep my fingers off it?,3,2013
Taylor Swift,Fearless,The Best Day,Don't know how long it's going to take to feel okay,17,2008
Taylor Swift,evermore (deluxe version),happiness,You haven't met the new me yet,28,2020
Taylor Swift,Red,We Are Never Ever Getting Back Together,Then you come around again and say,5,2012
Drake,Take Care,Crew Love,What you bothering me for?,4,2012
Drake,For All The Dogs,Slime You Out,You know what I'm sayin'? Tell you right from wrong,3,2023
Drake,Take Care,Marvins Room,Did you say something about a cold drink? I don't know,10,2011
Taylor Swift,Lover,Afterglow,Tell me that it's not my fault,36,2019
Drake,Thank Me Later,Shut It Down,But I just always feel like they're in need of something you got,5,2010
Taylor Swift,1989,New Romantics,Heartbreak is the national anthem,53,2014
Drake,Take Care,Take Care,"So you cry still, tears all in the pillowcase",14,2011
Drake,Nothing Was the Same,Wu-Tang Forever,"Yeah, this shit is on ten",5,2013
Taylor Swift,reputation,Dress,I'm spilling wine in the bathtub,21,2017
Taylor Swift,Red,All Too Well,Back before you lost the one real thing you've ever known,43,2012
Taylor Swift,reputation,Getaway Car,"Well, he was runnin' after us, I was screamin', ""Go, go, go!""",30,2017
Beyoncé,B’Day,Suga Mama,I’ma be like a jolly rancher that you get from the corner store,2,2006
Taylor Swift,Taylor Swift,Should've Said No,It's strange to think the songs we used to sing,1,2006
Drake,Certified Lover Boy,The Remorse,"Shots gotta fly either way, now I make it or miss",25,2021
Beyoncé,RENAISSANCE,ENERGY,Energy (On it),6,2022
Drake,"Honestly, Nevermind",Overdrive,My heart is racing,16,2022
Drake,For All The Dogs,Tried Our Best,"Treated you, treat you right",30,2023
Taylor Swift,Speak Now,If This Was a Movie,"You could, you could if you just said you're sorry",13,2010
Taylor Swift,folklore (deluxe version),mad woman,You made her like that,32,2020
Beyoncé,BEYONCÉ,Jealous,"""Baby girl, you can't survive like this""",16,2013
Taylor Swift,Lover,Miss Americana and The Heartbreak Prince,"It's been a long time coming, but",11,2019
Taylor Swift,Speak Now,Haunted,But I still mean every word I said to you,20,2010
Taylor Swift,evermore (deluxe version),marjorie,Cause every scrap of you would be taken from me,39,2020
Drake,Take Care,Doing It Wrong,"And say, ""I love you too""",11,2011
Beyoncé,RENAISSANCE,HEATED,"(Like Coco Chanel, put me up in jail)",5,2022
Taylor Swift,Taylor Swift,Invisible,No matter what you do,19,2006
Taylor Swift,folklore (deluxe version),the last great american dynasty,And they said,21,2020
Taylor Swift,Speak Now,Never Grow Up,If you could stay like that,7,2010
Taylor Swift,evermore (deluxe version),long story short,Like the war of words I shouted in my sleep,4,2020
Taylor Swift,folklore (deluxe version),seven,"I, I",29,2020
Taylor Swift,reputation,Getaway Car,Ridin' in a getaway car,19,2017
Taylor Swift,Lover,Paper Rings,Like your friends were the night that we first met,1,2019
Beyoncé,RENAISSANCE,CHURCH GIRL,I wanna be centered,10,2022
Taylor Swift,Lover,Afterglow,"I need to say, hey, it's all me, just don't go",14,2019
Drake,Scorpion,Nice For What,Lauryn Hill,0,2018
Beyoncé,Dangerously in Love,Dangerously In Love,"Baby, I love you",3,2003
Beyoncé,Dangerously in Love,Work It Out,"You know I don't ask for much, but",1,2002
Taylor Swift,evermore (deluxe version),marjorie,Long limbs and frozen swims,31,2020
Taylor Swift,evermore (deluxe version),evermore,And I couldn't be sure,12,2020
Taylor Swift,reputation,Look What You Made Me Do,"Ooh, look what you made me do",13,2017
Drake,Nothing Was the Same,The Motion,"On the Eastside of the city, that's where everybody stay",12,2013
Taylor Swift,Lover,Death by a Thousand Cuts,Cause I can't pretend it's okay when it's not,15,2019
Taylor Swift,folklore (deluxe version),mad woman,What a shame she went mad,13,2020
Taylor Swift,folklore (deluxe version),hoax,From when they pulled me apart,24,2020
Drake,Certified Lover Boy,IMY2,"Nigga, double up life (Yeah, yeah)",14,2021
Taylor Swift,Red,22,"I don't know about you, but I'm feeling 22",10,2012
Drake,Scorpion,That’s How You Feel,I know you like to drink 'til the sun up,9,2018
Taylor Swift,Taylor Swift,Mary's Song (Oh My My My),But your eyes still shined like pretty lights,16,2006
Taylor Swift,Taylor Swift,Picture To Burn,As far as I'm concerned you're,46,2006
Drake,Scorpion,Survival,Niggas gamblin' with they life for some content,18,2018
Drake,Certified Lover Boy,Papi’s Home,And I know I missed so much of your life,17,2021
Drake,Certified Lover Boy,Fucking Fans,Most of that was bullshit but some of it I did do,49,2021
Drake,Views,Grammys,Knew my niggas from the basement,41,2016
Taylor Swift,reputation,So It Goes...,Scratches down your back now,69,2017
Drake,Certified Lover Boy,Way 2 Sexy,"Too sexy for that jack, yeah, yeah",13,2021
Beyoncé,RENAISSANCE,MOVE,Move out the way,71,2022
Drake,Thank Me Later,Light Up,"But party on, party on all night, nigga",10,2010
Beyoncé,B’Day,Kitty Kat,"But baby, that was a long time ago",26,2006
Taylor Swift,reputation,End Game (Ft. Ed Sheeran & Future),"The truth is, it's easier to ignore it, believe me",47,2017
Beyoncé,Dangerously in Love,Dangerously In Love,I love you,0,2003
Taylor Swift,evermore (deluxe version),coney island,Did I leave you hanging every single day?,38,2020
Beyoncé,4,Schoolin’ Life,"That's high on life, baby, put me on your flight",35,2011
Beyoncé,B’Day,Upgrade U,You know I used to beat that block,6,2006
Taylor Swift,Taylor Swift,Cold as You,"Oh what a shame, what a rainy ending given to a perfect day",20,2006
Taylor Swift,1989,How You Get The Girl,"That's how it works, that's how you got the girl",53,2014
Drake,Thank Me Later,Fireworks,Money just changed everything,0,2010
Beyoncé,RENAISSANCE,THIQUE,"That's that thick, that's that ball drop",10,2022
Beyoncé,Dangerously in Love,That’s How You Like It,The way you talk,25,2003
Taylor Swift,Speak Now,Haunted,Something keeps me holding onto nothing,26,2010
Beyoncé,RENAISSANCE,THIQUE,"Ooh, that's that strawberry, that's that grape and cherry",31,2022
Beyoncé,B’Day,Resentment,Like I was no good (You lied),25,2006
Taylor Swift,Lover,Death by a Thousand Cuts,"My heart, my hips, my body, my love",34,2019
Beyoncé,B’Day,Listen,But now I've gotta find my own,16,2006
Beyoncé,RENAISSANCE,COZY,"Confident (Ah-ooh), damn, she lethal (Ah-ooh, ooh)",7,2022
Beyoncé,Dangerously in Love,Daddy,I want my husband to be like my daddy,33,2003
Beyoncé,RENAISSANCE,PURE/HONEY,"Uh, uh, it's pure",36,2022
Taylor Swift,evermore (deluxe version),"no body, no crime",He did it,1,2020
Taylor Swift,1989,Blank Space,And you love the game,75,2014
Taylor Swift,evermore (deluxe version),right where you left me,You left me no choice but to stay here forever,57,2020
Drake,Scorpion,Ratchet Happy Birthday,Seems like time's out of our control ,34,2018
Taylor Swift,folklore (deluxe version),peace,You paint dreamscapes on the wall,15,2020
Drake,Views,Hype,But I'm one year older than my lil homie,10,2016
Taylor Swift,Speak Now,The Story of Us,Cause lately I don't even know what page you're on,7,2010
Taylor Swift,Red,Come Back... Be Here,"Come back be here, come back be here",15,2012
Taylor Swift,Red,I Knew You Were Trouble,You're drowning,24,2012
Taylor Swift,folklore (deluxe version),mad woman,You know I will,4,2020
Beyoncé,I Am... Sasha Fierce,If I Were a Boy,'Cause he's taken you for granted,16,2008
Taylor Swift,1989,Style,He can't keep his wild eyes on the road (mmm),20,2014
Drake,Take Care,Take Care,What's a life with no fun? Please don't be so ashamed,9,2011
Taylor Swift,Fearless,The Best Day,I hug your legs and fall asleep on the way home,5,2008
Taylor Swift,reputation,King of My Heart,Up on the roof with a school girl crush,43,2017
Beyoncé,B’Day,Irreplaceable,"Oops, I bet you thought that I didn't know",26,2006
Beyoncé,Lemonade,Freedom,Freedom! Freedom! Where are you?,12,2016
Taylor Swift,evermore (deluxe version),cowboy like me,I could be the way forward,35,2020
Beyoncé,B’Day,Check on It,"Ladies, let 'em check up on it, watch it while he check up on it",27,2005
Beyoncé,RENAISSANCE,ENERGY,"Chat too much, full clip unload",20,2022
Taylor Swift,Red,State of Grace,We are alone with our changing minds,4,2012
Drake,Certified Lover Boy,Papi’s Home,walked out on my only son,7,2021
Taylor Swift,Lover,Cruel Summer,"It's cool, that's what I tell 'em",30,2019
Drake,For All The Dogs,Calling For You,How you so nasty? You really one-of-one (Tss),15,2023
Beyoncé,4,1+1,"So when the world's at war, let our love heal us all",28,2011
Taylor Swift,Lover,I Forgot That You Existed,"Til all of my sunshine was gone, gone, gone",3,2019
Drake,Nothing Was the Same,Come Thru,We had the type of nights where mornin' comes too soon,1,2013
Drake,Certified Lover Boy,Way 2 Sexy,"Section need more tings in here, I like it crowded, ayy",27,2021
Taylor Swift,evermore (deluxe version),gold rush,"Gleaming, twinkling",40,2020
Taylor Swift,Red,22,"Dancing like 22, yeah, 22, yeah yeah",46,2012
Beyoncé,Dangerously in Love,Dangerously In Love,"With you, and God, who's my sunlight, I bloom and grow so beautifully",9,2003
Taylor Swift,Fearless,Tell Me Why,I'm sick and tired of your attitude,35,2008
Drake,Certified Lover Boy,7AM On Bridle Path,And look at the heroes fallin' from grace in their older ages,85,2021
Taylor Swift,Red,Sad Beautiful Tragic,"Kiss me, try to fix it, could you just try to listen?",15,2012
Drake,Nothing Was the Same,Come Thru,"We ain't spoke in so long, prolly put me in the past",7,2013
Beyoncé,4,Start Over,"Let's start over, we can't let our good love die",10,2011
Drake,Certified Lover Boy,Papi’s Home,"I don't know how I expected you to get your clout up and get your money up, but",12,2021
Taylor Swift,Lover,Soon You'll Get Better,"Holy orange bottles, each night, I pray to you",3,2019
Beyoncé,BEYONCÉ,XO,"Baby, kiss me",8,2013
Taylor Swift,Lover,Cruel Summer,It's a cruel summer,51,2019
Drake,Take Care,Over My Dead Body,"Mmm-mmm, fuck it, I was wrong, though",10,2011
Taylor Swift,1989,Style,And I got that good girl faith and a tight little skirt,16,2014
Drake,Views,With You,"I'm with you, woah",25,2016
Taylor Swift,1989,New Romantics,We hang back it's all in the timing,21,2014
Beyoncé,Dangerously in Love,Crazy in Love,Your love's got me looking so crazy right now (Your love),28,2003
Taylor Swift,Lover,Cruel Summer,"No rules, unbreakable heaven",31,2019
Beyoncé,B’Day,Suga Mama,"I’m your suga mama (Suga mama, hey, hey)",35,2006
Taylor Swift,Speak Now,Never Grow Up,"To you everything's funny, you got nothing to regret",5,2010
Taylor Swift,Taylor Swift,Teardrops On My Guitar,He's the song in the car,15,2006
Taylor Swift,folklore (deluxe version),hoax,"Stood on the cliffside screaming, ""Give me a reason""",17,2020
Taylor Swift,Red,I Knew You Were Trouble,So shame on me now,36,2012
Taylor Swift,evermore (deluxe version),ivy,He's in the room,20,2020
Drake,Thank Me Later,Shut It Down,"And they'd notice, they'd notice",21,2010
Taylor Swift,folklore (deluxe version),seven,And though I can't recall your face,32,2020
Taylor Swift,1989,New Romantics,But every night with us is like a dream,12,2014
Taylor Swift,1989,Welcome to New York,Welcome to New York!,10,2014
Drake,Take Care,Doing It Wrong,"So cry if you need to, but I can't stay to watch you",4,2011
Taylor Swift,reputation,So It Goes...,Do bad things with you,65,2017
Drake,For All The Dogs,8AM in Charlotte,Savage got a green card straight out of the consulate,39,2023
Beyoncé,Lemonade,6 Inch,Rushing through her veins like it's ecstasy (Oh no),8,2016
Taylor Swift,Speak Now,Long Live,And bring on all the pretenders,37,2010
Beyoncé,RENAISSANCE,MOVE,Move out the way,13,2022
Taylor Swift,Speak Now,Enchanted,I'm wonderstruck,20,2010
Beyoncé,4,Love on Top,"Baby, it's you, you're the one I love",16,2011
Taylor Swift,Speak Now,Long Live,All the kingdom lights shined just for me and you,30,2010
Taylor Swift,1989,Out of the Woods,"Oh, I remember!",54,2014
Beyoncé,RENAISSANCE,MOVE,Don't make it turn into troublе,40,2022
Drake,Certified Lover Boy,Fucking Fans,I can not be trusted on my own with nobody,42,2021
Drake,Scorpion,Nice For What,"With your phone out, gotta hit them angles",31,2018
Drake,Scorpion,Peak,They don't want problems with me,15,2018
Taylor Swift,Red,Stay Stay Stay,"Stay, stay, stay, stay!",28,2012
Taylor Swift,1989,Bad Blood,"And baby, now we've got bad blood, hey!",27,2014
Beyoncé,Dangerously in Love,Work It Out,"I don't know but I know what's happening to me, girl",29,2002
Taylor Swift,1989,New Romantics,We play dumb but we know exactly what we're doing,6,2014
Taylor Swift,Red,Stay Stay Stay,"But I think that it's best if we both stay, stay, stay, stay",20,2012
Drake,Thank Me Later,Fireworks,"Yeah, and my dreams are who I'm racing with",9,2010
Taylor Swift,evermore (deluxe version),marjorie,"You're alive, you're alive in my head",11,2020
Drake,"Honestly, Nevermind",Overdrive,Don't give up this divine bond between us,1,2022
Taylor Swift,Speak Now,Never Grow Up,"Oh, don't you ever grow up",50,2010
Beyoncé,4,Love on Top,"Pa-pa-pa-da, pa-pa-pa-da",1,2011
Taylor Swift,Red,All Too Well,"Running scared, I was there, I remember it all too well",29,2012
Taylor Swift,folklore (deluxe version),cardigan,And you'd come back to me,52,2020
Beyoncé,Dangerously in Love,Speechless,"Where you been, baby?",4,2003
Beyoncé,Dangerously in Love,Baby Boy,"Baby boy, you stay on my mind",10,2003
Beyoncé,Dangerously in Love,Hip Hop Star,Do I stimulate your mind?,28,2003
Drake,Views,One Dance,That's why I need a one dance,9,2016
Taylor Swift,Red,The Lucky One,"But can you tell me now, you're the lucky one, oh, oh, oh",22,2012
Taylor Swift,reputation,New Year's Day,Or if you strike out and you're crawling home,13,2017
Drake,For All The Dogs,Slime You Out,You bitches really get carried away,11,2023
Beyoncé,4,Run the World (Girls),My persuasion can build a nation,32,2011
Taylor Swift,reputation,End Game (Ft. Ed Sheeran & Future),"I wanna be your end game, end game",101,2017
Taylor Swift,Speak Now,The Story of Us,"And the story of us looks a lot like a tragedy now, now, now",48,2010
Taylor Swift,reputation,Gorgeous,And you are so gorgeous it makes me so mad,53,2017
Beyoncé,BEYONCÉ,XO,Before they turn the lights out,9,2013
Drake,Thank Me Later,Find Your Love,"So every single summer (Hey, hey, hey)",11,2010
Beyoncé,Dangerously in Love,What’s It Gonna Be,(What's it gonna be boy?),24,2003
Taylor Swift,1989,Blank Space,If the high was worth the pain,51,2014
Taylor Swift,reputation,Call It What You Want,All my flowers grew back as thorns,18,2017
Taylor Swift,Speak Now,Speak Now,"I'm out of my tux at the back door""",68,2010
Beyoncé,4,Run the World (Girls),Who run the world? Girls! Girls!,35,2011
Taylor Swift,evermore (deluxe version),cowboy like me,Never thought I'd meet you here,40,2020
Beyoncé,BEYONCÉ,No Angel,"'Cause you're no angel either, baby",12,2013
Beyoncé,4,Party,'Cause we like to party!,17,2011
Taylor Swift,reputation,King of My Heart,Change my priorities,22,2017
Drake,For All The Dogs,7969 Santa,"Zack keep sayin', ""Meet at seven-nine""",28,2023
Taylor Swift,evermore (deluxe version),closure,"Closure, your closure",13,2020
Taylor Swift,Speak Now,Dear John,The girl in the dress cried the whole way home,27,2010
Taylor Swift,Fearless,Fifteen,When you're fifteen and your first kiss,26,2008
Drake,Views,Weston Road Flows,"Creepin' like Chilli without the tender, love, and care",16,2016
Beyoncé,Lemonade,Formation,I like my baby heir with baby hair and afros,25,2016
Beyoncé,Lemonade,Forward,James Blake & Beyoncé,0,2016
Taylor Swift,1989,New Romantics,But every night with us is like a dream,31,2014
Taylor Swift,1989,Welcome to New York,Welcome to New York,34,2014
Taylor Swift,evermore (deluxe version),long story short,Will defeat themselves before you get the chance to swing,49,2020
Taylor Swift,reputation,King of My Heart,"And all at once, you are the one I have been waiting for",49,2017
Taylor Swift,reputation,Gorgeous,You're gorgeous,35,2017
Drake,Scorpion,Elevate,I see the future when I get wavy (,19,2018
Drake,Scorpion,Sandra’s Rose,My uncle tryna change my energy with stones and crystals,24,2018
Beyoncé,I Am... Sasha Fierce,Disappear,Would it change the sky tonight?,1,2008
Beyoncé,RENAISSANCE,AMERICA HAS A PROBLEM,"I'm supplying my man, I'm in demand soon as I land",33,2022
Taylor Swift,1989,Shake It Off,"And the haters gonna hate, hate, hate, hate, hate (haters gonna hate)",54,2014
Taylor Swift,reputation,New Year's Day,Please don't ever become a stranger,23,2017
Beyoncé,BEYONCÉ,Rocket,That's mass appeal,4,2013
Taylor Swift,folklore (deluxe version),betty,But it's finally sinkin' in,48,2020
Taylor Swift,folklore (deluxe version),mad woman,"And when you say I seem angry, I get more angry",28,2020
Drake,Nothing Was the Same,Own It,"Next time I stand tall, I wanna be standin' for you",18,2013
Taylor Swift,Speak Now,Mine,"Then, you took me by surprise",35,2010
Beyoncé,I Am... Sasha Fierce,Broken-Hearted Girl,"But still, you live inside of me",2,2009
Drake,For All The Dogs,Screw The World (Interlude),"Bustin' down, smilin' 'round, and I got them girls",7,2023
Taylor Swift,evermore (deluxe version),closure,"Yes, I'm doing better",23,2020
Taylor Swift,Fearless,You Belong With Me,Standing by and waiting at your back door,43,2008
Beyoncé,Dangerously in Love,I Can’t Take No More,Tell me what did I do,1,2003
Beyoncé,I Am... Sasha Fierce,Single Ladies (Put a Ring on It),All the single ladies,3,2008
Drake,Scorpion,Is There More,"They say take the good with the bad, I'll take it without",24,2018
Beyoncé,BEYONCÉ,Partition,"Hey, Ms. Carter!",2,2013
Taylor Swift,evermore (deluxe version),marjorie,I should've asked you how to be,36,2020
Beyoncé,Lemonade,Don’t Hurt Yourself,"You ain't married to no average bitch, boy",6,2016
Drake,Take Care,The Motto (Remix),How you feel how you feel how you feel?,8,2011
Taylor Swift,Red,Starlight,"Like, ""Oh my, what a marvelous tune""",24,2012
Beyoncé,Lemonade,Love Drought,"You, you, you, you and me could calm a war down",33,2016
Beyoncé,RENAISSANCE,SUMMER RENAISSANCE,"Ooh, it's so good, it's so good",15,2022
Taylor Swift,reputation,So It Goes...,"You know I'm not a bad girl, but I",20,2017
Drake,For All The Dogs,First Person Shooter,"Not the three, not the two, I'm the U-N-O",9,2023
Drake,Views,9,Better than her telling me the check's no good,5,2016
Taylor Swift,folklore (deluxe version),the lakes,"I'm setting off, but not without my muse",27,2020
Beyoncé,4,Party,Music knockin' 'til the morning light,26,2011
Drake,Nothing Was the Same,"Hold On, We’re Going Home",I want your hot love and emotion endlessly,19,2013
Taylor Swift,Lover,Paper Rings,"Oh, you're the one I want",39,2019
